"dep_delay","arr_delay","air_time","origin","dest","carrier","month","day","hour"
21,-9,326,"JFK","SFO","UA",10,11,17
17,34,258,"EWR","DEN","UA",12,10,16
-4,-28,126,"EWR","ORD","UA",11,25,19
35,50,135,"EWR","ORD","UA",12,19,17
-4,-19,200,"JFK","SJU","B6",1,23,15
14,-10,116,"JFK","MCO","DL",5,14,8
-3,-7,217,"EWR","DEN","WN",8,18,15
0,-28,343,"EWR","SFO","UA",2,11,11
-6,-5,70,"LGA","CLT","MQ",9,30,21
-8,-17,112,"JFK","BNA","9E",10,30,15
24,39,159,"EWR","STL","EV",12,23,14
19,44,162,"EWR","MEM","EV",2,20,8
31,11,146,"EWR","PBI","UA",5,28,17
27,-3,58,"EWR","CLE","UA",6,8,20
-10,-9,78,"JFK","RDU","MQ",1,30,12
18,-1,147,"EWR","MCI","EV",8,30,20
-4,-28,100,"LGA","MKE","WN",9,18,9
-5,-10,37,"JFK","BOS","AA",11,19,20
6,5,151,"EWR","MIA","UA",5,24,5
-8,-6,50,"JFK","BTV","B6",3,5,17
0,-11,138,"JFK","TPA","MQ",10,10,7
0,-16,35,"JFK","BOS","B6",4,24,12
-1,3,352,"JFK","LAX","B6",12,24,20
-7,10,47,"LGA","DCA","US",4,22,19
-1,-1,316,"JFK","LAS","B6",4,2,18
-1,-6,56,"JFK","BUF","B6",6,6,10
-3,2,153,"EWR","TPA","UA",11,15,15
-8,-18,45,"JFK","PWM","B6",2,6,22
-2,-20,155,"LGA","MIA","AA",3,16,12
-4,-6,110,"EWR","ATL","DL",4,28,11
15,0,72,"LGA","CLT","MQ",6,11,21
-1,-32,186,"JFK","SJU","AA",11,21,19
-4,79,196,"EWR","MSY","EV",5,11,15
-6,6,31,"LGA","PHL","US",7,3,6
8,0,95,"EWR","CHS","EV",11,13,10
-4,9,203,"JFK","BQN","B6",3,14,23
-2,-5,155,"LGA","MEM","EV",10,21,13
1,-29,148,"LGA","RSW","DL",12,4,17
-7,-2,56,"JFK","ORF","9E",4,29,18
-3,-2,151,"LGA","MIA","DL",5,4,13
-5,-31,113,"LGA","ORD","AA",3,20,11
-1,3,45,"EWR","BOS","UA",11,6,9
10,18,341,"EWR","LAX","UA",2,5,18
15,0,349,"JFK","LAX","VX",4,22,16
41,86,245,"EWR","DEN","UA",6,28,17
11,67,352,"EWR","SFO","UA",6,24,11
-1,33,69,"LGA","RDU","MQ",8,29,19
-3,-27,49,"JFK","DCA","MQ",1,21,15
-2,18,136,"EWR","ATL","DL",2,22,10
5,-1,285,"EWR","LAS","UA",7,8,14
-3,-15,94,"LGA","CLT","US",10,21,6
-3,-20,143,"JFK","SRQ","B6",9,26,7
15,10,104,"LGA","BNA","MQ",5,19,21
-6,-18,38,"EWR","BOS","B6",5,28,11
5,0,351,"JFK","SFO","AA",6,22,17
5,-12,106,"LGA","ORD","UA",5,13,12
-5,-20,187,"EWR","HOU","WN",7,31,12
-6,12,35,"LGA","PHL","US",10,8,15
-6,30,72,"JFK","PIT","MQ",10,22,14
4,6,100,"LGA","ATL","DL",6,26,21
-2,3,165,"LGA","MSY","DL",11,16,9
-1,-24,150,"LGA","MIA","AA",12,18,14
-8,-10,43,"JFK","SYR","B6",11,16,12
-10,3,138,"LGA","MCO","B6",9,12,9
-5,-3,139,"JFK","MIA","AA",8,25,7
-5,-4,154,"LGA","PBI","DL",10,19,9
-1,0,133,"JFK","MCO","B6",7,25,6
18,-18,323,"JFK","LAX","AA",1,19,19
85,67,41,"JFK","IAD","9E",7,19,20
-7,-25,118,"LGA","ORD","AA",5,28,9
-1,4,329,"JFK","LAX","UA",10,15,8
-5,-8,128,"LGA","ATL","DL",10,19,7
-4,-10,116,"JFK","ATL","DL",12,4,8
-5,-5,313,"JFK","LAS","B6",4,17,18
-6,-38,115,"JFK","MCO","DL",10,1,11
36,43,66,"JFK","RDU","B6",7,3,17
-6,-9,115,"LGA","BNA","MQ",3,13,9
0,17,116,"EWR","ORD","MQ",8,9,6
0,-7,219,"LGA","IAH","UA",2,19,17
8,1,160,"JFK","MSY","B6",7,6,14
-6,-16,50,"JFK","PWM","B6",5,12,17
-7,-28,123,"LGA","MCO","DL",6,16,7
16,18,132,"LGA","ORD","AA",2,22,18
-2,-52,151,"JFK","MCI","9E",5,2,18
7,-4,62,"JFK","RDU","9E",9,10,19
-1,5,128,"EWR","STL","EV",10,15,8
-4,-29,42,"JFK","BOS","DL",10,17,16
0,-6,160,"JFK","MSY","9E",9,25,7
-6,21,358,"JFK","LAX","B6",2,3,7
23,23,65,"EWR","GSO","EV",5,28,13
54,28,50,"LGA","PIT","DL",7,14,19
2,1,160,"EWR","TPA","UA",10,7,19
-1,-4,196,"JFK","BQN","B6",1,22,5
-6,-23,79,"EWR","DTW","EV",9,4,17
15,6,86,"EWR","DTW","EV",1,8,17
-2,-7,154,"JFK","MCO","B6",1,2,18
0,6,53,"JFK","DCA","MQ",8,18,15
-1,-21,198,"LGA","IAH","UA",12,12,18
37,42,66,"EWR","GSO","EV",5,28,20
0,-20,339,"JFK","SFO","VX",9,24,10
-1,-20,210,"LGA","HOU","WN",11,5,15
-6,10,239,"JFK","DEN","DL",10,28,19
5,-24,327,"JFK","SFO","VX",6,22,10
-5,-20,139,"EWR","MCO","UA",1,23,17
-7,10,183,"LGA","TPA","DL",1,3,8
-3,41,395,"JFK","SFO","UA",4,14,6
10,16,164,"LGA","TPA","DL",2,4,15
-9,16,239,"EWR","DFW","AA",1,14,7
-5,-3,52,"JFK","ORF","9E",1,24,14
-8,-18,33,"JFK","BWI","MQ",1,10,18
-5,-18,35,"JFK","BOS","B6",6,20,7
-6,7,50,"JFK","DCA","MQ",4,3,20
-1,-1,100,"JFK","CLT","US",3,19,18
6,-1,615,"EWR","HNL","UA",6,8,13
37,34,353,"JFK","SEA","AA",12,19,18
-7,-8,46,"EWR","BOS","B6",10,2,14
15,14,94,"EWR","DAY","EV",10,21,16
-2,-6,132,"EWR","BNA","EV",3,20,7
-2,-13,198,"JFK","PSE","B6",2,24,23
-3,-16,123,"EWR","MCO","B6",6,26,11
-3,0,196,"JFK","HOU","B6",7,6,14
1,-14,125,"LGA","STL","WN",8,23,6
5,-8,327,"JFK","PDX","B6",5,20,20
-5,-1,81,"LGA","DTW","DL",4,26,17
0,-14,142,"LGA","PBI","B6",10,27,7
-4,-16,69,"LGA","CRW","MQ",5,29,18
9,3,146,"EWR","FLL","B6",8,24,9
-8,-16,40,"JFK","BOS","B6",4,5,12
-1,-11,350,"EWR","SFO","UA",1,2,7
-7,-19,203,"LGA","IAH","UA",3,12,14
-10,-9,82,"LGA","DTW","DL",3,5,17
-4,-6,49,"EWR","BOS","UA",11,22,12
-6,-19,41,"EWR","BOS","B6",2,12,20
1,-46,51,"JFK","BUF","9E",8,11,14
-4,-20,187,"JFK","BQN","B6",8,31,5
-1,15,108,"LGA","MKE","WN",10,2,19
7,2,205,"JFK","SJU","DL",8,14,15
0,7,107,"LGA","ATL","MQ",9,23,10
3,8,117,"LGA","ATL","FL",12,13,17
-5,-4,83,"LGA","CLT","US",9,22,17
11,8,136,"EWR","MCO","B6",3,3,8
3,2,116,"LGA","MDW","WN",10,17,11
12,14,115,"JFK","ORD","B6",8,18,6
-3,-5,50,"EWR","BUF","EV",6,26,6
-6,-24,42,"JFK","DCA","9E",9,14,8
-5,-37,106,"LGA","MKE","WN",7,5,19
-4,6,162,"LGA","MCI","EV",4,10,11
29,19,125,"EWR","JAX","EV",2,20,11
13,4,128,"JFK","MCO","B6",7,23,8
-11,-30,87,"LGA","CLT","US",2,2,7
57,48,122,"EWR","MCO","B6",5,29,17
0,-2,153,"EWR","MIA","AA",6,27,11
-8,-11,95,"LGA","DTW","DL",11,2,12
26,20,174,"JFK","MSP","9E",11,24,16
41,41,91,"JFK","CHS","9E",5,17,18
29,19,183,"EWR","IAH","UA",7,2,8
-7,-8,359,"JFK","SFO","DL",12,9,7
-3,-16,171,"LGA","MCI","DL",1,18,14
-7,6,76,"JFK","CMH","MQ",8,26,15
-6,-47,188,"JFK","DFW","9E",3,1,16
8,-24,318,"EWR","SFO","UA",7,1,12
18,14,43,"JFK","SYR","B6",10,17,13
-9,12,134,"LGA","MSP","DL",7,16,10
79,112,82,"JFK","RDU","MQ",8,1,14
-4,-3,49,"JFK","DCA","9E",1,22,15
-10,-2,335,"JFK","LAX","AA",11,19,12
-9,-17,174,"LGA","DFW","AA",6,22,7
-2,-10,46,"EWR","BTV","EV",4,30,13
35,32,73,"LGA","CLE","EV",6,9,19
-7,-14,95,"JFK","CHS","B6",3,29,8
-7,-14,94,"LGA","DTW","MQ",2,12,6
0,-27,337,"JFK","LAX","VX",2,22,13
-3,14,48,"JFK","DCA","MQ",2,8,8
25,-25,126,"LGA","MEM","EV",9,19,9
7,-4,36,"JFK","BOS","B6",7,28,6
4,-17,195,"EWR","IAH","UA",11,16,7
16,-8,139,"LGA","FLL","DL",5,19,11
-1,-1,186,"JFK","SJU","B6",12,5,9
-4,-9,53,"JFK","BUF","B6",2,28,22
-4,-2,137,"LGA","MEM","DL",11,27,19
-1,-9,148,"EWR","MIA","AA",4,2,6
30,36,80,"LGA","GSO","EV",3,24,19
-2,-13,209,"JFK","STT","AA",5,23,7
-3,8,79,"JFK","RDU","9E",2,23,19
36,119,102,"JFK","ATL","DL",6,13,18
-3,-30,157,"EWR","MCI","EV",4,5,14
-6,-5,348,"JFK","LAX","DL",4,7,12
0,-29,311,"EWR","LAX","UA",6,10,6
-3,-12,38,"EWR","MHT","EV",11,27,13
-4,-39,324,"JFK","SEA","DL",11,3,18
40,26,51,"JFK","DCA","9E",12,20,20
8,5,132,"LGA","ORD","AA",1,18,9
0,1,347,"JFK","LAX","UA",6,5,15
-10,-43,49,"JFK","BUF","9E",10,15,18
2,-35,99,"LGA","ORD","UA",8,24,14
-12,-8,76,"EWR","RDU","EV",5,18,10
-5,-13,160,"EWR","RSW","B6",5,12,8
-7,-13,150,"LGA","PBI","DL",12,16,12
51,41,90,"EWR","CVG","EV",10,3,13
4,25,106,"LGA","ATL","DL",10,25,21
86,98,103,"JFK","ATL","DL",6,26,13
3,-12,46,"JFK","IAD","9E",6,25,14
-1,-4,133,"LGA","MSP","MQ",11,13,6
-2,-19,144,"EWR","FLL","UA",11,24,13
-2,-10,89,"EWR","CHS","EV",11,4,10
19,5,97,"EWR","ATL","DL",10,14,15
4,5,354,"JFK","SFO","AA",1,6,17
1,-1,120,"EWR","JAX","EV",7,31,20
-1,-29,292,"EWR","LAS","UA",3,13,6
-1,-22,111,"EWR","ORD","UA",9,22,14
3,-17,132,"EWR","PBI","UA",3,15,19
-2,-35,109,"EWR","ORD","UA",3,7,14
13,-18,314,"JFK","LAS","DL",12,11,19
-5,25,139,"LGA","BNA","MQ",1,16,9
-12,-22,115,"LGA","ATL","FL",1,29,8
-9,-26,45,"JFK","BTV","B6",6,6,15
-1,21,230,"JFK","DEN","DL",5,10,16
-2,-17,100,"LGA","ATL","DL",5,9,7
-2,-1,309,"JFK","SLC","B6",12,5,19
56,49,106,"JFK","BNA","MQ",8,6,16
-5,-8,200,"EWR","DFW","AA",11,11,7
-4,-1,131,"LGA","MCO","B6",8,1,6
1,-30,153,"JFK","MIA","DL",9,10,16
91,115,87,"EWR","CLT","US",12,17,6
-4,-18,49,"JFK","PWM","B6",8,19,22
-3,-12,137,"LGA","STL","WN",2,26,11
-4,-24,86,"LGA","DTW","DL",2,28,12
1,-5,44,"LGA","IAD","EV",8,26,14
-8,-19,69,"JFK","PIT","9E",3,17,7
26,19,66,"EWR","RDU","EV",11,18,6
1,-15,307,"JFK","LAX","B6",8,23,12
-4,-12,72,"EWR","RDU","EV",4,6,10
30,18,104,"LGA","BNA","MQ",10,27,18
46,64,108,"LGA","MKE","WN",4,22,12
-2,-42,142,"JFK","MIA","AA",4,8,14
-7,-30,108,"EWR","MSN","EV",6,23,14
27,21,119,"JFK","JAX","B6",2,3,13
9,21,164,"JFK","MCO","B6",12,15,16
53,43,47,"EWR","BTV","EV",11,24,12
-4,-11,348,"JFK","SFO","DL",5,5,19
-3,5,340,"JFK","LAX","DL",4,1,19
-1,28,200,"JFK","MSY","B6",5,11,14
15,11,126,"LGA","ORD","AA",11,7,13
21,32,59,"LGA","IAD","EV",12,29,14
-9,-34,36,"LGA","MHT","EV",6,21,19
71,78,40,"EWR","BOS","UA",9,4,7
4,11,139,"EWR","STL","EV",4,17,14
-4,-1,99,"EWR","CHS","EV",6,10,14
-2,11,63,"EWR","RDU","EV",6,24,6
-12,-22,324,"EWR","SFO","UA",9,1,10
-9,-34,55,"LGA","CHO","EV",4,2,19
-6,-34,227,"LGA","DEN","DL",2,18,18
-6,-9,351,"JFK","LAX","UA",12,9,14
62,26,89,"JFK","CVG","9E",8,4,20
-3,-25,76,"LGA","CMH","MQ",6,29,8
-4,-3,57,"JFK","BUF","B6",3,16,9
-6,-14,188,"LGA","DFW","AA",7,17,13
12,13,160,"EWR","MEM","EV",1,6,16
18,10,142,"EWR","MCO","UA",1,2,16
1,-5,194,"LGA","IAH","UA",10,3,5
-6,-23,141,"LGA","FLL","DL",6,2,11
24,12,43,"JFK","PWM","B6",11,11,22
1,26,355,"JFK","LGB","B6",8,12,18
-5,-14,111,"EWR","MKE","EV",4,3,20
-7,5,111,"EWR","CVG","EV",4,17,15
-11,-29,40,"LGA","BOS","US",4,28,20
-1,-11,355,"JFK","SFO","B6",2,25,7
-1,-9,86,"JFK","CLT","US",11,25,6
-4,-22,87,"EWR","CHS","EV",7,16,14
-2,8,200,"EWR","SJU","B6",3,13,9
16,4,44,"JFK","IAD","EV",6,20,14
-3,-4,162,"EWR","MIA","UA",2,24,20
2,2,110,"LGA","BNA","WN",6,4,11
1,-22,117,"LGA","BNA","WN",8,18,11
32,20,336,"JFK","LAX","AA",1,27,10
-3,-24,93,"LGA","CVG","EV",4,3,20
-4,-50,319,"JFK","SEA","DL",2,15,18
-12,-26,31,"LGA","BOS","US",12,7,15
-8,-6,101,"EWR","DAY","EV",2,25,12
6,27,135,"EWR","TPA","UA",4,26,10
-2,-18,67,"JFK","RDU","B6",6,9,21
-10,-41,98,"EWR","BNA","EV",11,13,12
3,5,296,"EWR","LAS","UA",3,5,15
79,82,127,"EWR","ORD","UA",8,30,16
24,44,364,"JFK","SEA","B6",12,31,18
22,5,137,"EWR","MCO","UA",11,2,17
-8,-1,163,"EWR","MIA","AA",6,6,12
45,39,200,"JFK","SJU","B6",2,26,21
-7,-16,188,"LGA","XNA","MQ",3,25,7
-8,-17,178,"LGA","XNA","MQ",1,18,7
25,6,41,"JFK","DCA","9E",3,14,15
-8,-25,59,"EWR","PIT","EV",11,21,12
-6,-41,77,"LGA","DTW","DL",10,25,11
-5,-16,166,"LGA","MIA","AA",12,11,17
43,21,110,"LGA","ATL","DL",12,17,21
25,26,40,"JFK","SYR","B6",3,28,15
19,0,127,"EWR","STL","EV",4,28,13
-4,0,95,"JFK","CLT","9E",7,11,14
2,-15,129,"EWR","MCO","UA",11,13,14
63,57,120,"JFK","MCO","B6",8,4,20
20,52,148,"LGA","ORD","AA",2,7,14
-4,-22,141,"JFK","FLL","B6",1,11,21
-7,-49,141,"LGA","MSY","DL",9,11,19
47,31,79,"LGA","CLT","US",3,6,15
-9,1,189,"LGA","DFW","AA",8,13,8
15,-2,311,"JFK","LAX","VX",7,4,16
-10,-26,60,"LGA","PIT","EV",1,15,11
-5,-20,45,"LGA","IAD","YV",5,29,16
-9,-24,50,"EWR","PIT","EV",9,4,6
100,87,120,"EWR","STL","EV",8,25,16
-5,-25,80,"LGA","DTW","DL",9,6,16
65,130,184,"LGA","FLL","B6",6,7,14
-4,-16,64,"EWR","RDU","EV",8,31,11
-8,-7,77,"LGA","DTW","DL",10,9,16
8,-17,108,"LGA","ORD","AA",7,11,18
-4,14,149,"JFK","MCO","B6",4,21,10
-1,-2,81,"LGA","DTW","DL",3,19,17
-5,-11,46,"EWR","BTV","EV",6,8,7
30,36,340,"JFK","SAN","B6",12,22,16
-2,-2,51,"JFK","IAD","EV",5,9,6
-1,-31,173,"LGA","DFW","AA",7,10,12
-9,-11,98,"LGA","DTW","MQ",8,2,13
-8,-10,118,"EWR","ORD","UA",10,29,10
95,101,187,"EWR","DFW","AA",3,7,17
-7,-41,47,"JFK","ORF","MQ",3,29,17
-2,-26,116,"LGA","ORD","AA",1,5,8
56,64,46,"JFK","BTV","B6",6,7,15
-2,-16,152,"LGA","FLL","B6",11,2,19
-5,-33,49,"LGA","RIC","EV",9,4,12
-8,1,63,"LGA","ORF","EV",12,12,9
-3,2,167,"JFK","MSY","B6",6,2,6
-1,-24,106,"LGA","ATL","DL",7,7,12
-1,-3,109,"JFK","ORD","B6",7,7,6
-2,-16,139,"EWR","FLL","B6",11,5,13
28,12,109,"LGA","ATL","DL",8,9,17
-11,-35,40,"LGA","ROC","EV",9,18,19
4,6,44,"JFK","BOS","B6",1,8,12
-4,-3,150,"JFK","TPA","B6",10,7,10
-2,-14,217,"EWR","DEN","UA",8,23,10
-1,-6,193,"EWR","HOU","WN",6,20,6
47,34,154,"JFK","RSW","B6",11,18,11
75,65,39,"JFK","PHL","9E",10,29,8
3,-16,149,"LGA","MIA","AA",10,13,18
12,13,47,"EWR","IAD","EV",3,23,5
-5,-23,81,"EWR","DAY","EV",3,27,21
-2,-12,62,"LGA","RDU","MQ",8,25,13
-7,-34,145,"EWR","DSM","EV",11,30,19
-3,11,154,"JFK","TPA","B6",11,24,6
-8,-25,29,"EWR","ALB","EV",2,10,20
-5,-15,68,"EWR","GSO","EV",9,5,13
-3,-25,103,"JFK","IND","9E",4,6,15
0,22,80,"LGA","CLT","MQ",5,3,13
-2,-5,151,"LGA","MIA","AA",9,13,7
44,30,93,"LGA","CLT","US",1,30,15
5,-5,47,"EWR","IAD","EV",10,14,12
35,18,325,"JFK","LAX","DL",6,29,15
-4,-16,141,"EWR","TPA","UA",4,6,14
-8,-17,45,"JFK","IAD","B6",11,5,17
-10,-6,128,"EWR","MCO","B6",9,6,6
0,-8,38,"JFK","BOS","B6",11,2,6
-8,-18,34,"LGA","BOS","US",12,4,19
-8,-20,187,"LGA","IAH","UA",5,28,13
0,-13,331,"JFK","LAX","DL",4,27,16
4,-5,126,"EWR","PBI","B6",10,14,16
-10,-22,90,"JFK","CHS","B6",10,3,7
-1,-33,316,"JFK","SEA","DL",7,15,17
-8,-12,110,"EWR","ORD","MQ",8,11,11
-7,-23,42,"LGA","IAD","EV",8,26,19
11,-19,191,"LGA","HOU","WN",8,23,12
-7,-16,105,"LGA","BNA","MQ",3,3,9
-5,-41,334,"EWR","SFO","VX",4,30,10
25,-1,126,"JFK","MCO","B6",3,9,15
-4,-24,340,"JFK","SFO","UA",6,2,17
0,-11,45,"JFK","BTV","B6",8,21,9
-4,-17,89,"EWR","IND","EV",5,20,6
-3,-22,157,"JFK","RSW","B6",4,9,15
40,35,344,"JFK","BUR","B6",2,20,17
3,-3,105,"LGA","ATL","FL",7,15,13
-5,-11,46,"EWR","BTV","EV",4,29,8
73,69,370,"JFK","SFO","B6",12,16,8
-6,7,66,"LGA","RDU","MQ",7,16,10
-9,20,369,"JFK","SFO","B6",12,11,8
0,-16,141,"LGA","MSP","DL",6,25,7
-5,0,151,"LGA","STL","WN",11,6,7
0,-9,342,"EWR","SAN","UA",1,28,15
63,62,88,"LGA","CLT","US",8,28,18
79,71,91,"EWR","DAY","EV",4,19,12
-3,9,285,"EWR","PHX","US",7,29,16
8,22,107,"EWR","ATL","DL",7,14,13
-6,-5,143,"LGA","TPA","DL",6,4,11
5,-4,130,"EWR","MCO","UA",11,4,15
61,41,139,"LGA","FLL","B6",5,21,19
2,-29,113,"LGA","BNA","WN",8,11,11
-9,-31,145,"EWR","MIA","AA",11,22,11
11,8,139,"JFK","PBI","B6",6,21,13
-2,-6,237,"EWR","DEN","UA",10,28,7
-5,-22,107,"JFK","BNA","MQ",5,5,17
25,40,136,"LGA","MDW","WN",12,20,16
34,69,103,"EWR","ORD","UA",7,19,18
-6,-15,329,"EWR","SAN","UA",9,15,14
-18,-28,36,"EWR","BOS","B6",11,2,17
-1,-33,191,"LGA","DFW","AA",12,2,6
-3,-19,349,"JFK","SFO","B6",9,19,16
0,-9,151,"EWR","MCI","EV",10,15,15
10,-7,64,"LGA","RIC","EV",7,1,20
-8,-4,81,"LGA","CMH","MQ",1,24,20
6,-20,193,"JFK","SJU","B6",6,18,14
6,-12,96,"EWR","ATL","DL",6,26,11
56,37,143,"LGA","FLL","B6",8,30,14
8,-19,289,"EWR","LAS","UA",8,31,6
17,-26,125,"LGA","MIA","AA",9,29,11
-4,-22,127,"LGA","STL","AA",5,29,9
23,23,165,"EWR","MIA","UA",12,10,14
-7,-30,152,"EWR","MCI","EV",10,15,8
11,-9,323,"JFK","LAX","AA",4,11,10
-4,1,88,"EWR","CLT","US",4,19,8
100,88,91,"EWR","DTW","EV",12,3,9
-3,-12,74,"LGA","DTW","DL",3,27,17
-8,-23,330,"EWR","SAN","UA",10,20,14
0,-2,123,"JFK","ATL","DL",1,14,13
-4,-38,140,"EWR","MIA","UA",10,6,12
-7,-23,195,"LGA","DFW","AA",5,30,6
24,-35,298,"EWR","PDX","UA",5,4,19
0,26,110,"JFK","ATL","DL",9,17,6
-10,-7,111,"LGA","ATL","DL",9,16,10
-2,29,385,"JFK","LAX","AA",12,7,9
8,51,165,"JFK","SRQ","B6",2,27,7
57,45,110,"LGA","ATL","DL",6,23,14
90,67,38,"EWR","DCA","EV",7,8,21
-1,-13,188,"EWR","HOU","WN",7,21,17
4,17,325,"JFK","LAS","DL",4,23,10
-1,-7,67,"LGA","GSO","EV",9,18,8
-3,-9,197,"JFK","SJU","DL",11,14,14
5,-11,140,"JFK","MCO","B6",11,29,8
-9,-30,64,"LGA","RDU","MQ",5,27,15
3,11,73,"LGA","RDU","MQ",3,18,13
5,8,62,"JFK","RDU","9E",8,29,19
-3,-11,37,"EWR","BOS","B6",9,26,11
-6,-20,349,"JFK","LAX","VX",3,6,13
-4,-32,202,"LGA","DEN","UA",9,6,11
-3,-14,347,"JFK","SJC","B6",10,16,18
-10,-28,30,"EWR","ALB","EV",9,17,21
-4,-21,74,"LGA","CLE","UA",4,21,15
-4,-15,133,"LGA","MSP","DL",9,9,18
-3,-7,191,"EWR","DFW","AA",7,28,9
-6,-18,186,"EWR","DFW","AA",10,13,12
-1,0,148,"EWR","TPA","UA",4,21,9
-2,-15,128,"EWR","MCO","UA",5,25,11
-2,6,226,"JFK","DEN","DL",6,12,19
-6,-39,108,"LGA","ORD","UA",9,11,9
-7,-12,83,"LGA","DTW","DL",9,5,7
-3,-35,145,"JFK","MIA","DL",3,28,8
69,55,333,"JFK","SEA","AA",5,24,18
-3,-14,132,"EWR","PBI","UA",8,12,6
38,10,100,"LGA","ATL","DL",5,16,19
-3,-19,140,"JFK","TPA","DL",9,13,18
-6,5,129,"LGA","ATL","MQ",8,31,14
-4,11,208,"EWR","IAH","UA",3,10,10
-6,-18,187,"LGA","MSY","DL",1,17,19
-2,-5,200,"JFK","AUS","DL",8,7,15
-6,-6,60,"JFK","BUF","B6",1,2,6
16,19,54,"JFK","IAD","EV",3,22,19
-2,-6,115,"LGA","MKE","WN",10,22,9
-1,14,353,"JFK","LAX","DL",12,30,15
-7,-22,32,"JFK","BOS","B6",6,4,22
12,26,158,"LGA","MCO","DL",12,30,13
14,3,101,"LGA","MDW","WN",9,28,17
-5,-10,348,"EWR","LAX","VX",12,13,9
-4,-3,232,"JFK","SAT","DL",4,20,17
3,6,193,"JFK","BQN","B6",3,22,5
-5,-20,74,"EWR","CLT","US",3,10,13
-8,-27,76,"EWR","CLT","EV",10,12,21
-5,-31,179,"EWR","DFW","AA",7,9,15
36,27,133,"EWR","STL","EV",1,11,17
46,17,123,"JFK","MCO","DL",11,21,19
-4,-1,137,"JFK","ATL","DL",2,23,13
-4,-13,83,"EWR","CLT","US",11,16,15
0,7,45,"EWR","BOS","B6",4,20,12
64,11,284,"JFK","LAX","UA",5,4,18
-3,-8,162,"JFK","MSY","B6",6,5,20
-7,-13,68,"EWR","CMH","EV",5,30,6
0,-27,190,"EWR","DFW","AA",10,25,9
-10,-38,106,"LGA","JAX","9E",10,15,8
-5,-25,187,"EWR","HOU","WN",9,18,6
15,-3,141,"EWR","MCO","UA",12,28,13
-5,-34,128,"JFK","MCO","B6",11,21,16
-3,-24,335,"JFK","SEA","DL",12,21,15
29,73,108,"EWR","ATL","EV",7,8,16
41,0,300,"JFK","LAX","DL",7,8,15
6,26,379,"EWR","SAN","UA",12,8,8
1,-17,155,"JFK","MIA","AA",8,22,17
-3,-18,363,"JFK","SFO","B6",2,25,19
6,29,160,"EWR","TPA","B6",3,12,15
-4,0,70,"JFK","RDU","MQ",4,14,8
-4,-44,131,"LGA","TPA","DL",9,18,11
3,13,46,"LGA","DCA","US",5,21,12
8,19,345,"JFK","SFO","UA",9,13,7
-2,-15,308,"JFK","SAN","B6",5,18,8
-3,5,205,"LGA","MSY","DL",2,12,19
93,72,300,"EWR","PHX","WN",3,7,13
-4,38,117,"LGA","CLT","EV",11,12,16
0,7,75,"EWR","DTW","EV",9,26,18
36,11,35,"EWR","BOS","UA",4,12,21
-6,12,124,"EWR","MSN","EV",6,4,13
4,10,89,"EWR","CHS","EV",5,20,20
-4,5,139,"EWR","MCO","UA",12,7,9
-2,-1,154,"EWR","PBI","B6",12,30,11
1,-19,147,"EWR","FLL","B6",2,6,17
11,48,133,"JFK","TPA","B6",3,8,11
19,13,298,"EWR","SAN","UA",7,9,19
80,61,138,"EWR","TPA","UA",8,15,21
-1,-9,44,"EWR","DCA","EV",1,17,14
-1,-40,104,"LGA","MKE","WN",3,2,13
-3,-7,172,"JFK","MIA","DL",12,16,12
64,95,123,"LGA","ATL","FL",3,19,16
1,-5,92,"EWR","CHS","EV",8,5,14
-6,-24,44,"LGA","DCA","US",12,4,15
-5,-14,150,"LGA","MSP","DL",3,29,6
-6,2,312,"JFK","LAS","B6",5,27,6
-5,-8,131,"LGA","MCO","DL",11,3,17
19,11,46,"JFK","SYR","B6",1,24,7
-8,-3,97,"JFK","IND","MQ",4,18,15
-4,1,102,"JFK","CHS","B6",10,21,7
-7,40,80,"EWR","AVL","EV",8,22,8
-3,-12,96,"EWR","CVG","EV",9,21,16
9,-14,106,"JFK","MKE","9E",6,26,16
-9,-26,151,"LGA","XNA","MQ",9,9,17
-7,2,159,"JFK","SRQ","B6",8,17,7
-6,-25,100,"LGA","ATL","MQ",8,28,6
30,2,215,"JFK","DEN","B6",5,11,21
16,13,128,"LGA","BNA","9E",10,17,16
22,10,134,"LGA","STL","AA",3,11,8
22,23,326,"JFK","SEA","DL",6,30,19
56,6,303,"JFK","LAX","AA",9,30,16
-6,-36,35,"LGA","SYR","EV",7,15,12
-4,-16,212,"JFK","AUS","DL",5,15,17
-6,-41,146,"LGA","SRQ","DL",7,19,10
-1,-20,70,"JFK","RDU","9E",6,4,16
61,52,188,"EWR","DFW","AA",7,26,16
32,35,323,"EWR","PDX","UA",7,20,7
-1,1,73,"EWR","CMH","EV",7,27,17
-3,-10,199,"JFK","SJU","B6",8,15,22
29,7,302,"JFK","LAX","VX",7,1,16
-2,-16,59,"JFK","BUF","B6",8,19,14
4,16,199,"JFK","STT","AA",5,28,7
-4,-5,94,"EWR","CLT","US",2,19,8
-4,-8,69,"EWR","RDU","EV",4,16,6
3,-4,339,"JFK","SEA","DL",5,16,19
-9,12,49,"LGA","DCA","US",9,3,19
6,7,363,"JFK","SFO","UA",11,22,12
-3,-15,153,"LGA","MSP","DL",8,3,16
-7,-10,76,"EWR","CLT","US",9,20,6
-9,-14,369,"JFK","SFO","DL",3,15,7
-3,-20,139,"EWR","PBI","UA",10,12,17
