assets,e401k,age,educ,income,incomecat,pension,married,twoearn,ira,ownhome
-2200,Not eligible,30,16,14787,0,No pension,Not married,No,No,No
500,Not eligible,49,13,20430,1,No pension,Not married,No,No,No
45,Not eligible,38,17,11082,0,No pension,Not married,No,No,No
26200,Not eligible,59,12,28284,2,No pension,Married,No,No,Yes
-8500,Not eligible,31,13,30315,2,No pension,Married,No,No,Yes
300,Not eligible,42,12,35700,2,No pension,Not married,No,No,No
1700,Not eligible,45,11,45270,3,No pension,Married,No,No,Yes
100,Not eligible,48,12,23412,1,No pension,Married,No,No,Yes
25,Not eligible,34,12,12291,0,No pension,Not married,No,No,No
-8000,Not eligible,47,12,39432,3,Receives pension,Married,Yes,No,Yes
-2752,Not eligible,61,12,49992,3,No pension,Married,No,No,Yes
-7100,Not eligible,31,16,58122,4,Receives pension,Married,Yes,No,No
0,Not eligible,61,12,25092,1,No pension,Not married,No,No,Yes
86030,Not eligible,40,12,43203,3,No pension,Married,Yes,Yes,Yes
0,Not eligible,32,14,19200,1,No pension,Not married,No,No,No
16699,Not eligible,26,16,29700,2,Receives pension,Married,No,No,No
-14551,Not eligible,36,18,104343,4,Receives pension,Married,Yes,No,No
1000,Not eligible,63,12,19764,1,Receives pension,Not married,No,No,Yes
-3570,Not eligible,49,14,3840,0,No pension,Married,No,No,Yes
57500,Not eligible,35,14,81075,4,No pension,Married,No,Yes,Yes
-300,Not eligible,39,16,33078,2,No pension,Not married,No,No,No
-16700,Not eligible,35,14,65010,4,No pension,Married,Yes,No,No
1100,Not eligible,60,13,30639,2,Receives pension,Married,No,No,Yes
3000,Not eligible,42,14,50937,3,No pension,Married,Yes,No,Yes
28000,Not eligible,53,16,108258,4,No pension,Married,Yes,Yes,Yes
7700,Not eligible,52,16,73110,4,Receives pension,Married,Yes,Yes,Yes
-3605,Not eligible,31,12,17127,0,No pension,Married,No,No,Yes
93501,Not eligible,48,12,79053,4,No pension,Married,No,Yes,Yes
-400,Not eligible,38,12,17700,1,No pension,Not married,No,No,Yes
0,Not eligible,33,10,12240,0,No pension,Married,No,No,No
16549,Not eligible,26,13,11118,0,No pension,Not married,No,No,No
120000,Not eligible,40,17,124932,4,No pension,Married,Yes,Yes,Yes
82200,Not eligible,25,16,28209,2,No pension,Not married,No,Yes,No
48800,Not eligible,26,18,86820,4,No pension,Not married,No,Yes,No
0,Not eligible,49,12,9612,0,No pension,Not married,No,No,No
25,Not eligible,34,13,8400,0,No pension,Married,No,No,No
-3300,Not eligible,31,12,28146,2,No pension,Married,No,No,Yes
-7000,Not eligible,38,12,8130,0,No pension,Not married,No,No,No
300,Not eligible,30,16,22722,1,No pension,Not married,No,No,No
100,Not eligible,25,5,7044,0,No pension,Married,No,No,No
-15141,Not eligible,49,18,69555,4,Receives pension,Married,Yes,No,Yes
2258,Not eligible,32,12,13866,0,No pension,Not married,No,No,No
-150,Not eligible,54,12,5400,0,No pension,Not married,No,No,Yes
5649,Not eligible,45,12,35580,2,No pension,Married,Yes,Yes,Yes
-1,Not eligible,35,11,21630,1,Receives pension,Not married,No,No,No
900,Not eligible,36,12,17820,1,No pension,Married,No,No,Yes
20000,Not eligible,32,16,28980,2,No pension,Not married,No,No,No
137000,Not eligible,39,18,54900,4,No pension,Married,No,Yes,Yes
21000,Not eligible,35,12,92277,4,No pension,Married,Yes,No,Yes
346749,Not eligible,57,16,128550,4,No pension,Married,No,Yes,Yes
1800,Not eligible,52,12,19050,1,No pension,Married,Yes,No,Yes
-3000,Not eligible,34,12,46053,3,No pension,Married,Yes,No,Yes
17000,Not eligible,35,12,19464,1,Receives pension,Not married,No,No,Yes
28057,Not eligible,39,14,36522,2,No pension,Married,Yes,Yes,Yes
16500,Not eligible,31,16,25560,1,No pension,Married,No,No,No
5500,Not eligible,39,10,29265,2,Receives pension,Married,Yes,No,Yes
-1000,Not eligible,27,12,15300,0,No pension,Not married,No,No,No
10000,Not eligible,36,16,38100,3,No pension,Not married,No,Yes,No
21050,Not eligible,37,13,47109,3,No pension,Married,Yes,No,Yes
0,Not eligible,32,18,36000,2,No pension,Married,No,No,No
23700,Not eligible,39,16,32100,2,Receives pension,Not married,No,Yes,Yes
-151,Not eligible,40,12,49209,3,Receives pension,Not married,No,No,No
-3000,Not eligible,41,11,20400,1,No pension,Married,No,No,Yes
0,Not eligible,40,8,13896,0,No pension,Married,No,No,No
-400,Not eligible,30,12,8400,0,No pension,Not married,No,No,No
9199,Not eligible,49,12,101946,4,No pension,Married,Yes,No,Yes
0,Not eligible,39,12,13212,0,No pension,Not married,No,No,Yes
50,Not eligible,36,14,13821,0,No pension,Not married,No,No,Yes
79700,Not eligible,57,12,43350,3,No pension,Married,No,Yes,Yes
41999,Not eligible,38,14,51798,3,No pension,Not married,No,No,Yes
1000,Not eligible,29,14,19254,1,No pension,Not married,No,No,Yes
0,Not eligible,53,12,9990,0,No pension,Not married,No,No,No
46500,Not eligible,33,12,41712,3,No pension,Married,No,No,Yes
-3100,Not eligible,28,14,21450,1,No pension,Married,Yes,No,Yes
34112,Not eligible,57,18,67098,4,Receives pension,Not married,No,Yes,Yes
-200,Not eligible,31,12,19056,1,Receives pension,Married,No,No,No
-4199,Not eligible,27,12,44508,3,No pension,Married,Yes,No,No
200,Not eligible,38,13,8406,0,No pension,Married,No,No,Yes
0,Not eligible,28,4,10506,0,No pension,Married,No,No,No
2700,Not eligible,31,12,16527,0,No pension,Not married,No,No,No
-6501,Not eligible,47,13,33780,2,No pension,Married,Yes,No,Yes
126098,Not eligible,52,18,103164,4,Receives pension,Married,Yes,Yes,Yes
-5901,Not eligible,52,18,67746,4,Receives pension,Married,Yes,No,Yes
-409000,Not eligible,40,14,115584,4,No pension,Married,Yes,No,Yes
-4900,Not eligible,28,12,20460,1,No pension,Not married,No,No,No
1200,Not eligible,32,12,29700,2,No pension,Not married,No,No,Yes
2999,Not eligible,56,8,16092,0,No pension,Married,No,No,Yes
-11950,Not eligible,43,12,25371,1,No pension,Not married,No,No,Yes
-2900,Not eligible,51,16,35487,2,Receives pension,Not married,No,No,Yes
-3970,Not eligible,45,14,64791,4,Receives pension,Married,Yes,No,No
-1915,Not eligible,60,12,25134,1,No pension,Married,No,No,Yes
0,Not eligible,54,11,44616,3,No pension,Married,Yes,No,Yes
-12900,Not eligible,34,18,29250,2,No pension,Not married,No,No,Yes
0,Not eligible,40,12,27840,2,No pension,Not married,No,No,No
0,Not eligible,36,4,3246,0,No pension,Not married,No,No,Yes
-1334,Not eligible,31,14,36153,2,No pension,Married,No,No,Yes
76850,Not eligible,50,12,38400,3,No pension,Married,Yes,Yes,Yes
0,Not eligible,27,12,14655,0,No pension,Not married,No,No,No
5,Not eligible,33,13,19200,1,Receives pension,Not married,No,No,No
26000,Not eligible,36,16,77010,4,No pension,Married,Yes,Yes,Yes
32000,Not eligible,45,13,80550,4,Receives pension,Married,Yes,Yes,No
7900,Not eligible,34,16,56787,4,No pension,Married,Yes,No,Yes
-30240,Not eligible,25,1,85380,4,No pension,Married,Yes,No,No
-300,Not eligible,58,11,19986,1,No pension,Married,No,No,Yes
-3900,Not eligible,26,16,57975,4,No pension,Not married,No,No,Yes
-800,Not eligible,27,12,28965,2,No pension,Married,Yes,No,Yes
-1214,Not eligible,33,5,9090,0,No pension,Married,No,No,No
2700,Not eligible,40,16,58974,4,Receives pension,Married,Yes,Yes,Yes
10399,Not eligible,40,12,29622,2,Receives pension,Not married,No,Yes,Yes
0,Not eligible,48,13,10200,0,No pension,Not married,No,No,No
-5400,Not eligible,55,12,23166,1,Receives pension,Married,Yes,No,Yes
2499,Not eligible,45,15,39207,3,Receives pension,Not married,No,No,Yes
-10500,Not eligible,57,12,8190,0,No pension,Married,No,No,Yes
3600,Not eligible,31,16,31800,2,No pension,Married,No,No,Yes
300,Not eligible,27,12,32040,2,No pension,Married,Yes,No,No
3955,Not eligible,31,12,23562,1,No pension,Not married,No,No,No
-1340,Not eligible,37,12,26553,2,Receives pension,Not married,No,No,Yes
2499,Not eligible,56,18,56940,4,Receives pension,Not married,No,Yes,Yes
700,Not eligible,27,12,28845,2,No pension,Not married,No,No,No
-6920,Not eligible,37,6,20403,1,No pension,Not married,No,No,No
70335,Not eligible,54,13,23832,1,Receives pension,Married,No,No,Yes
-959,Not eligible,31,12,20418,1,No pension,Married,No,No,No
5020,Not eligible,43,12,10980,0,No pension,Not married,No,No,Yes
500,Not eligible,45,12,20430,1,No pension,Not married,No,No,Yes
0,Not eligible,46,12,28800,2,Receives pension,Not married,No,No,Yes
1024,Not eligible,26,15,42738,3,No pension,Married,Yes,No,Yes
19,Not eligible,34,10,11091,0,No pension,Not married,No,No,No
87996,Not eligible,49,18,79023,4,Receives pension,Married,Yes,Yes,Yes
11400,Not eligible,28,15,44376,3,Receives pension,Married,Yes,No,Yes
-11000,Not eligible,49,15,76860,4,Receives pension,Married,Yes,No,Yes
875,Not eligible,34,11,15300,0,No pension,Not married,No,No,Yes
20,Not eligible,58,12,19089,1,No pension,Not married,No,No,Yes
0,Not eligible,26,12,8160,0,No pension,Married,No,No,No
60400,Not eligible,43,18,103356,4,No pension,Married,No,Yes,Yes
-1260,Not eligible,33,10,14280,0,No pension,Married,No,No,Yes
5424,Not eligible,46,12,38997,3,No pension,Married,No,Yes,Yes
892,Not eligible,26,14,22338,1,No pension,Not married,No,No,No
-3800,Not eligible,25,15,24630,1,No pension,Not married,No,No,No
800,Not eligible,35,12,51900,3,No pension,Married,Yes,No,Yes
41699,Not eligible,61,14,17508,1,Receives pension,Not married,No,Yes,No
9500,Not eligible,55,12,30954,2,No pension,Married,Yes,Yes,Yes
9150,Not eligible,43,12,18900,1,No pension,Not married,No,No,No
12821,Not eligible,42,16,56550,4,No pension,Married,No,Yes,Yes
305,Not eligible,32,12,28122,2,No pension,Not married,No,No,Yes
-11650,Not eligible,43,12,56589,4,No pension,Married,Yes,Yes,Yes
0,Not eligible,28,12,13794,0,No pension,Married,No,No,No
59100,Not eligible,57,12,74718,4,No pension,Married,Yes,Yes,Yes
11937,Not eligible,47,18,23772,1,No pension,Married,Yes,Yes,Yes
31498,Not eligible,59,9,55356,4,No pension,Married,Yes,Yes,Yes
13199,Not eligible,53,12,34191,2,No pension,Married,No,Yes,Yes
12849,Not eligible,36,14,51165,3,No pension,Married,Yes,No,Yes
30799,Not eligible,53,12,35340,2,No pension,Married,No,No,Yes
18613,Not eligible,34,17,56574,4,Receives pension,Married,Yes,Yes,Yes
1324445,Not eligible,59,12,242124,4,No pension,Married,No,Yes,Yes
3000,Not eligible,63,10,34764,2,No pension,Married,Yes,No,No
3738,Not eligible,54,12,26520,1,Receives pension,Not married,No,No,Yes
-2000,Not eligible,39,18,62130,4,No pension,Married,No,No,Yes
8900,Not eligible,36,8,43260,3,No pension,Married,Yes,No,Yes
4449,Not eligible,33,12,30963,2,No pension,Married,No,No,Yes
7200,Not eligible,46,18,35610,2,No pension,Married,No,No,Yes
-17100,Not eligible,35,12,26550,2,Receives pension,Not married,No,No,Yes
42680,Not eligible,46,14,26100,1,No pension,Not married,No,Yes,Yes
6000,Not eligible,43,14,83886,4,No pension,Married,Yes,Yes,Yes
25049,Not eligible,37,16,32442,2,Receives pension,Not married,No,Yes,Yes
5968,Not eligible,42,15,55791,4,No pension,Married,Yes,No,Yes
6200,Not eligible,26,15,8070,0,No pension,Not married,No,Yes,No
31649,Not eligible,40,13,36060,2,No pension,Married,No,Yes,Yes
-1140,Not eligible,33,18,44700,3,Receives pension,Married,Yes,No,No
0,Not eligible,37,10,9792,0,No pension,Not married,No,No,No
75,Not eligible,43,12,18366,1,No pension,Married,No,No,Yes
4500,Not eligible,28,12,21675,1,No pension,Not married,No,No,No
0,Not eligible,27,14,26400,1,No pension,Married,Yes,No,Yes
0,Not eligible,27,12,2649,0,No pension,Married,No,No,No
59,Not eligible,34,12,9081,0,No pension,Not married,No,No,No
0,Not eligible,31,12,34500,2,No pension,Not married,No,No,No
275,Not eligible,26,12,28035,2,No pension,Not married,No,No,No
8459,Not eligible,27,14,41436,3,Receives pension,Married,Yes,No,Yes
19249,Not eligible,35,10,47421,3,No pension,Married,Yes,No,No
1322,Not eligible,32,12,21600,1,Receives pension,Not married,No,Yes,No
4199,Not eligible,64,12,21102,1,Receives pension,Married,No,No,Yes
-12918,Not eligible,29,12,30249,2,No pension,Married,Yes,No,Yes
4000,Not eligible,36,12,39594,3,Receives pension,Not married,No,No,No
-5007,Not eligible,31,14,14763,0,No pension,Married,No,No,Yes
-8250,Not eligible,40,12,23370,1,No pension,Married,Yes,No,No
-2975,Not eligible,35,12,26460,1,No pension,Not married,No,No,Yes
-5750,Not eligible,57,13,35418,2,No pension,Married,No,No,Yes
0,Not eligible,55,10,4590,0,No pension,Not married,No,No,No
-1000,Not eligible,36,13,20400,1,No pension,Not married,No,No,No
-8676,Not eligible,40,18,37062,2,Receives pension,Married,Yes,No,Yes
0,Not eligible,28,12,13260,0,No pension,Not married,No,No,No
1800,Not eligible,41,14,23469,1,No pension,Not married,No,No,Yes
52615,Not eligible,31,17,34818,2,No pension,Married,No,Yes,Yes
-1200,Not eligible,51,13,53226,3,Receives pension,Married,Yes,No,Yes
4245,Not eligible,36,17,29160,2,Receives pension,Not married,No,No,Yes
172600,Not eligible,39,18,49200,3,No pension,Not married,No,Yes,Yes
-1984,Not eligible,40,10,16800,0,No pension,Not married,No,No,Yes
78599,Not eligible,62,12,29694,2,No pension,Married,No,Yes,Yes
15000,Not eligible,55,13,65124,4,Receives pension,Married,Yes,No,Yes
-7670,Not eligible,27,14,55365,4,No pension,Married,Yes,No,No
1000,Not eligible,31,13,31338,2,No pension,Married,Yes,No,Yes
25500,Not eligible,57,16,49428,3,No pension,Not married,No,Yes,Yes
-2451,Not eligible,55,12,9738,0,No pension,Not married,No,No,No
-400,Not eligible,49,11,10713,0,No pension,Not married,No,No,No
17398,Not eligible,46,12,12927,0,No pension,Married,No,Yes,Yes
100,Not eligible,40,8,16848,0,No pension,Married,No,No,No
99,Not eligible,54,12,26202,1,No pension,Not married,No,No,No
14700,Not eligible,46,17,35709,2,No pension,Married,No,Yes,Yes
-725,Not eligible,30,12,24510,1,No pension,Married,Yes,No,No
-4900,Not eligible,39,12,30780,2,No pension,Not married,No,No,Yes
10749,Not eligible,62,8,16524,0,No pension,Not married,No,No,Yes
0,Not eligible,30,3,11220,0,No pension,Not married,No,No,No
-50,Not eligible,31,9,43476,3,No pension,Married,Yes,No,Yes
1999,Not eligible,33,12,14520,0,No pension,Not married,No,No,No
1300,Not eligible,30,10,22800,1,No pension,Married,No,No,Yes
5800,Not eligible,33,18,84621,4,No pension,Married,Yes,No,Yes
-1691,Not eligible,26,14,23154,1,No pension,Not married,No,Yes,Yes
0,Not eligible,45,10,19677,1,No pension,Married,No,No,No
-700,Not eligible,32,15,24000,1,No pension,Married,No,No,Yes
-9900,Not eligible,50,12,87708,4,Receives pension,Married,Yes,No,Yes
-200,Not eligible,49,10,8535,0,No pension,Not married,No,No,No
153,Not eligible,37,12,20100,1,No pension,Not married,No,No,No
1200,Not eligible,41,18,33600,2,Receives pension,Married,Yes,No,Yes
500,Not eligible,29,12,24510,1,No pension,Married,Yes,No,No
-80,Not eligible,31,6,12036,0,No pension,Married,No,No,Yes
100000,Not eligible,64,14,43002,3,No pension,Married,No,Yes,Yes
8700,Not eligible,36,12,60702,4,Receives pension,Married,Yes,No,Yes
750,Not eligible,31,6,18642,1,No pension,Married,No,No,No
-2500,Not eligible,32,13,12240,0,No pension,Not married,No,Yes,Yes
9750,Not eligible,59,12,21747,1,No pension,Married,No,No,No
3949,Not eligible,47,13,25107,1,No pension,Married,Yes,No,Yes
-366,Not eligible,48,6,12165,0,Receives pension,Married,Yes,No,Yes
-10946,Not eligible,64,12,33651,2,Receives pension,Not married,No,No,Yes
0,Not eligible,50,12,18729,1,Receives pension,Not married,No,No,Yes
76840,Not eligible,61,13,52854,3,No pension,Married,Yes,Yes,Yes
27196,Not eligible,57,18,49509,3,No pension,Not married,No,No,Yes
64,Not eligible,29,13,37245,2,No pension,Married,Yes,No,Yes
1569,Not eligible,39,15,14382,0,No pension,Not married,No,No,No
-1320,Not eligible,27,14,41808,3,Receives pension,Married,Yes,No,Yes
28300,Not eligible,41,16,52182,3,No pension,Married,No,Yes,Yes
-768,Not eligible,33,10,27486,2,No pension,Married,No,No,Yes
3338,Not eligible,34,14,27876,2,No pension,Married,No,Yes,Yes
0,Not eligible,42,13,13440,0,No pension,Not married,No,No,Yes
0,Not eligible,30,12,15300,0,No pension,Not married,No,No,No
1500,Not eligible,38,16,108054,4,No pension,Married,No,Yes,Yes
-2850,Not eligible,27,16,30015,2,No pension,Not married,No,No,No
-2900,Not eligible,30,12,31875,2,No pension,Not married,No,No,No
1000,Not eligible,32,13,27570,2,No pension,Married,No,No,No
-12276,Not eligible,39,12,22956,1,No pension,Married,Yes,No,Yes
0,Not eligible,57,11,10797,0,No pension,Not married,No,No,No
0,Not eligible,44,12,13005,0,No pension,Not married,No,No,No
40199,Not eligible,55,12,39975,3,No pension,Married,Yes,Yes,Yes
-1800,Not eligible,47,6,6435,0,No pension,Married,Yes,No,Yes
1950,Not eligible,46,18,34608,2,No pension,Married,Yes,Yes,Yes
40900,Not eligible,45,17,70755,4,No pension,Married,Yes,Yes,Yes
0,Not eligible,32,12,12960,0,No pension,Married,No,No,Yes
54303,Not eligible,60,15,41118,3,No pension,Not married,No,Yes,Yes
-3175,Not eligible,43,14,56133,4,No pension,Married,Yes,No,Yes
-4000,Not eligible,39,14,11205,0,No pension,Not married,No,No,Yes
0,Not eligible,48,16,7113,0,No pension,Not married,No,No,No
14583,Not eligible,60,12,15894,0,No pension,Married,No,Yes,Yes
5,Not eligible,35,12,12963,0,No pension,Not married,No,No,Yes
1609,Not eligible,59,6,20430,1,Receives pension,Not married,No,Yes,No
21300,Not eligible,45,14,33822,2,No pension,Not married,No,Yes,Yes
61366,Not eligible,44,15,61581,4,No pension,Married,Yes,Yes,Yes
21149,Not eligible,40,12,39201,3,No pension,Not married,No,Yes,Yes
-1062,Not eligible,29,16,59652,4,No pension,Married,Yes,Yes,Yes
-1300,Not eligible,47,12,8400,0,No pension,Not married,No,No,No
-8750,Not eligible,34,12,28032,2,No pension,Not married,No,No,No
1149,Not eligible,34,16,29850,2,No pension,Married,No,No,No
600,Not eligible,43,12,14511,0,No pension,Not married,No,Yes,Yes
-400,Not eligible,48,12,27156,2,No pension,Not married,No,No,Yes
32648,Not eligible,41,12,82524,4,No pension,Married,No,Yes,Yes
0,Not eligible,62,8,9690,0,No pension,Not married,No,No,Yes
18450,Not eligible,53,16,22614,1,No pension,Not married,No,No,Yes
0,Not eligible,39,12,15504,0,Receives pension,Not married,No,No,No
2750,Not eligible,29,1,33630,2,Receives pension,Married,Yes,No,Yes
50,Not eligible,28,12,10200,0,No pension,Not married,No,No,No
2500,Not eligible,40,16,24681,1,No pension,Married,Yes,Yes,Yes
0,Not eligible,26,12,9801,0,No pension,Not married,No,No,No
3000,Not eligible,26,18,39660,3,No pension,Married,Yes,No,Yes
-200,Not eligible,28,13,17859,1,No pension,Not married,No,No,Yes
-3400,Not eligible,32,12,21585,1,No pension,Married,Yes,No,Yes
-800,Not eligible,52,10,40224,3,Receives pension,Married,Yes,No,No
1140,Not eligible,36,11,34488,2,No pension,Married,Yes,No,Yes
3500,Not eligible,55,12,33681,2,Receives pension,Married,Yes,Yes,Yes
0,Not eligible,29,18,12000,0,No pension,Not married,No,No,No
931000,Not eligible,63,17,42876,3,No pension,Not married,No,Yes,Yes
5000,Not eligible,36,10,17379,1,No pension,Not married,No,Yes,Yes
39574,Not eligible,60,13,30780,2,No pension,Married,Yes,Yes,Yes
225,Not eligible,41,13,39630,3,No pension,Married,Yes,No,No
0,Not eligible,25,12,5820,0,No pension,Married,No,No,No
-331,Not eligible,27,11,16056,0,No pension,Married,No,No,Yes
-5177,Not eligible,45,12,26700,2,Receives pension,Not married,No,No,No
-4000,Not eligible,28,14,48120,3,No pension,Married,Yes,No,No
4500,Not eligible,59,14,22119,1,No pension,Not married,No,Yes,Yes
